0,AnnOneHid,Epoch 0 Loss,1.432564616
0,AnnOneHid,Epoch 10 Loss,0.898639441
0,AnnOneHid,Epoch 20 Loss,0.6301741
0,AnnOneHid,Epoch 30 Loss,0.47194019
0,AnnOneHid,Epoch 40 Loss,0.382236302
0,AnnOneHid,Epoch 50 Loss,0.312505126
0,AnnOneHid,Epoch 60 Loss,0.252886415
0,AnnOneHid,Epoch 70 Loss,0.205588564
0,AnnOneHid,Epoch 80 Loss,0.170406714
0,AnnOneHid,Epoch 90 Loss,0.144927546
1,AnnOneHid,Epoch 0 Loss,1.452139378
1,AnnOneHid,Epoch 10 Loss,0.931196451
1,AnnOneHid,Epoch 20 Loss,0.687703669
1,AnnOneHid,Epoch 30 Loss,0.509118259
1,AnnOneHid,Epoch 40 Loss,0.409091502
1,AnnOneHid,Epoch 50 Loss,0.331341445
1,AnnOneHid,Epoch 60 Loss,0.26375249
1,AnnOneHid,Epoch 70 Loss,0.207525313
1,AnnOneHid,Epoch 80 Loss,0.165592819
1,AnnOneHid,Epoch 90 Loss,0.13599588
2,AnnOneHid,Epoch 0 Loss,1.109382868
2,AnnOneHid,Epoch 10 Loss,0.778936744
2,AnnOneHid,Epoch 20 Loss,0.549180031
2,AnnOneHid,Epoch 30 Loss,0.40534699
2,AnnOneHid,Epoch 40 Loss,0.308622211
2,AnnOneHid,Epoch 50 Loss,0.231824666
2,AnnOneHid,Epoch 60 Loss,0.174315989
2,AnnOneHid,Epoch 70 Loss,0.135174468
2,AnnOneHid,Epoch 80 Loss,0.109728113
2,AnnOneHid,Epoch 90 Loss,0.092644535
3,AnnOneHid,Epoch 0 Loss,1.4817909
3,AnnOneHid,Epoch 10 Loss,0.832095861
3,AnnOneHid,Epoch 20 Loss,0.536475122
3,AnnOneHid,Epoch 30 Loss,0.384445101
3,AnnOneHid,Epoch 40 Loss,0.297857374
3,AnnOneHid,Epoch 50 Loss,0.229227751
3,AnnOneHid,Epoch 60 Loss,0.176940665
3,AnnOneHid,Epoch 70 Loss,0.138708264
3,AnnOneHid,Epoch 80 Loss,0.112103425
3,AnnOneHid,Epoch 90 Loss,0.093600266
4,AnnOneHid,Epoch 0 Loss,1.258005381
